loo,mse,auc_leve,acc,auc
0.12740400282036357,0.2073704655867208,0.9204734427019122,0.6666666666666667,0.6981189189948781
0.006163095439489098,0.23201499284883376,0.8088897408681467,0.6320004231460912,0.6675472353478683
0.09388165361603305,0.14559546835137602,0.993497916203475,0.7306052855924979,0.6080871290545203
0.18394669485899026,0.1765677289308362,0.8352221191506904,0.7373626373626374,0.4958333333333333
0.21583834415778153,0.2685825259983691,0.718696829127708,0.44075630252100834,0.5165200530146181
0.11107056677770917,0.1235041561480513,0.9035065188326101,0.9259259259259259,0.5599999999999999
0.17350974102592992,0.19890503219610728,0.8251449823449661,0.6667805878332195,0.5275606541902724
0.1861588789523424,0.32456337134915964,0.6798611111111111,0.12000000000000002,0.5
0.20219515505414454,0.19702486701844824,0.7628269957302926,0.7,0.5019313725490196
0.2142440966701235,0.21098607884677553,0.8416666666666666,0.6535714285714286,0.5
0.23323241417605423,0.20052723919069582,0.6799053422422989,0.7320430107526883,0.49782608695652175
0.15309520387860376,0.20013233549330683,0.8963081771170007,0.6592592592592592,0.6155958747135217
0.23484040209488066,0.20063043461791574,0.7034499585100594,0.7150030248033877,0.5
0.17256364266987478,0.15574752667027839,0.8781412545787546,0.7636842105263157,0.5345238095238095
0.17399201013375826,0.24024437754665998,0.8364418121560979,0.495,0.526978021978022
